Dates;EONIA Index;SXXR Index
11/26/2021;-0.488;1044.53
11/29/2021;-0.488;1051.73
11/30/2021;-0.49;1042.17
12/01/2021;-0.489;1060.03
12/02/2021;-0.49;1048
12/03/2021;-0.493;1042.01
12/06/2021;-0.493;1055.39
12/07/2021;-0.492;1081.21
12/08/2021;-0.492;1074.87
12/09/2021;-0.493;1074.04
12/10/2021;-0.492;1070.82
12/13/2021;-0.494;1066.31
12/14/2021;-0.492;1057.36
12/15/2021;-0.492;1060.07
12/16/2021;-0.492;1073.17
12/17/2021;-0.491;1067.19
12/20/2021;-0.491;1052.44
12/21/2021;-0.486;1067.4
12/22/2021;-0.489;1077.25
12/23/2021;-0.491;1087.85
12/24/2021;-0.495;1086.73
12/27/2021;-0.491;1093.44
12/28/2021;-0.49;1100.24
12/29/2021;-0.493;1099.06
12/30/2021;-0.495;1100.73
12/31/2021;-0.505;1098.69
01/03/2022;-0.578;1103.75
01/04/2022;-0.578;1112.84
01/05/2022;-0.578;1113.59
01/06/2022;-0.578;1099.68
01/07/2022;-0.58;1095.41
01/10/2022;-0.579;1079.24
01/11/2022;-0.579;1088.34
01/12/2022;-0.578;1095.38
1/13/2022;-0.578;1095.13
1/14/2022;-0.578;1084.11
1/17/2022;-0.578;1091.67
1/18/2022;-0.579;1081.01
1/19/2022;-0.578;1083.52
1/20/2022;-0.579;1089.07
1/21/2022;-0.579;1069.02
1/24/2022;-0.579;1028.39
1/25/2022;-0.578;1035.67
1/26/2022;-0.576;1053.07
1/27/2022;-0.573;1059.88
1/28/2022;-0.573;1049.12
1/31/2022;-0.579;1056.63
02/01/2022;-0.578;1070.1
02/02/2022;-0.578;1074.94
02/03/2022;-0.577;1056.06
02/04/2022;-0.578;1041.45
02/07/2022;-0.578;1048.52
02/08/2022;-0.574;1048.65
02/09/2022;-0.578;1066.66
02/10/2022;-0.572;1064.45
02/11/2022;-0.578;1058.41
2/14/2022;-0.578;1039.01
2/15/2022;-0.576;1053.89
2/16/2022;-0.576;1054.37
2/17/2022;-0.576;1047.46
2/18/2022;-0.576;1039.04
2/21/2022;-0.576;1025.51
2/22/2022;-0.575;1026.22
2/23/2022;-0.576;1023.38
2/24/2022;-0.576;990.4
2/25/2022;-0.575;1023.28
2/28/2022;-0.58;1022.33
03/01/2022;-0.577;998.11
03/02/2022;-0.578;1007.1
03/03/2022;-0.579;986.95
03/04/2022;-0.577;951.79
03/07/2022;-0.579;941.31
03/08/2022;-0.579;937.02
03/09/2022;-0.58;980.89
03/10/2022;-0.576;965.23
03/11/2022;-0.577;974.42
3/14/2022;-0.577;986.13
3/15/2022;-0.573;983.37
3/16/2022;-0.577;1013.66
3/17/2022;-0.578;1018.96
3/18/2022;-0.578;1028.28
3/21/2022;-0.578;1028.74
3/22/2022;-0.578;1037.58
3/23/2022;-0.578;1027.22
3/24/2022;-0.579;1025.36
3/25/2022;-0.581;1026.78
3/28/2022;-0.58;1028.32
3/29/2022;-0.579;1046.29
3/30/2022;-0.579;1042.1
3/31/2022;-0.593;1032.53
04/01/2022;-0.582;1038.24
04/04/2022;-0.585;1046.96
04/05/2022;-0.586;1048.99
04/06/2022;-0.584;1033.04
04/07/2022;-0.582;1031.42
04/08/2022;-0.583;1045.36
04/11/2022;-0.584;1039.77
04/12/2022;-0.583;1036.28
4/13/2022;-0.585;1036.58
4/14/2022;-0.586;1043.63
4/15/2022;-0.586;1043.63
4/18/2022;-0.586;1043.63
4/19/2022;-0.58;1036.31
4/20/2022;-0.583;1044.99
4/21/2022;-0.585;1048.69
4/22/2022;-0.583;1030.02
4/25/2022;-0.585;1011.62
4/26/2022;-0.582;1002.87
4/27/2022;-0.583;1010.56
4/28/2022;-0.583;1017.27
4/29/2022;-0.586;1025.09
05/02/2022;-0.583;1011.05
05/03/2022;-0.579;1016.78
05/04/2022;-0.585;1005.82
05/05/2022;-0.585;999.19
05/06/2022;-0.585;980.74
05/09/2022;-0.586;952.62
05/10/2022;-0.584;959.25
05/11/2022;-0.584;976
05/12/2022;-0.577;969.17
5/13/2022;-0.586;990.22
5/16/2022;-0.585;990.92
5/17/2022;-0.585;1003.24
5/18/2022;-0.585;991.8
5/19/2022;-0.585;979
5/20/2022;-0.585;986.21
5/23/2022;-0.586;999.54
5/24/2022;-0.587;988.17
5/25/2022;-0.587;994.55
5/26/2022;-0.59;1002.44
5/27/2022;-0.585;1016.74
5/30/2022;-0.586;1023.06
5/31/2022;-0.589;1015.69
06/01/2022;-0.582;1005.52
06/02/2022;-0.585;1011.36
06/03/2022;-0.587;1008.75
06/06/2022;-0.59;1018.07
06/07/2022;-0.583;1015.34
06/08/2022;-0.582;1009.58
06/09/2022;-0.582;995.97
06/10/2022;-0.581;969.24
6/13/2022;-0.58;945.88
6/14/2022;-0.578;933.98
6/15/2022;-0.58;947.23
6/16/2022;-0.582;923.89
6/17/2022;-0.582;924.75
6/20/2022;-0.581;933.76
6/21/2022;-0.582;937.22
6/22/2022;-0.579;930.7
6/23/2022;-0.578;923.1
6/24/2022;-0.58;947.24
6/27/2022;-0.579;952.21
6/28/2022;-0.581;954.74
6/29/2022;-0.578;948.44
6/30/2022;-0.591;934.23
07/01/2022;-0.58;934.1
07/04/2022;-0.58;939.16
07/05/2022;-0.58;919.5
07/06/2022;-0.58;934.81
07/07/2022;-0.579;952.61
07/08/2022;-0.579;957.6
07/11/2022;-0.58;952.78
07/12/2022;-0.58;957.41
7/13/2022;-0.581;947.69
7/14/2022;-0.582;933.24
7/15/2022;-0.582;949.97
7/18/2022;-0.582;958.91
7/19/2022;-0.583;972.18
7/20/2022;-0.582;970.12
7/21/2022;-0.584;974.45
7/22/2022;-0.582;977.5
7/25/2022;-0.583;978.75
7/26/2022;-0.581;978.49
7/27/2022;-0.085;983.07
7/28/2022;-0.087;993.85
7/29/2022;-0.091;1006.52
08/01/2022;-0.088;1004.64
08/02/2022;-0.087;1001.45
08/03/2022;-0.087;1006.58
08/04/2022;-0.084;1008.76
08/05/2022;-0.085;1001.1
08/08/2022;-0.085;1008.53
08/09/2022;-0.085;1001.77
08/10/2022;-0.086;1010.73
08/11/2022;-0.085;1012.24
08/12/2022;-0.088;1013.99
8/15/2022;-0.088;1017.43
8/16/2022;-0.087;1019.11
8/17/2022;-0.087;1009.84
8/18/2022;-0.084;1014.42
8/19/2022;-0.084;1006.61
8/22/2022;-0.082;996.95
8/23/2022;-0.08;992.79
8/24/2022;-0.082;994.41
8/25/2022;-0.08;997.63
8/26/2022;-0.08;980.91
8/29/2022;-0.081;973
8/30/2022;-0.084;966.47
8/31/2022;-0.091;955.68
09/01/2022;-0.084;938.75
09/02/2022;-0.083;957.91
09/05/2022;-0.087;951.95
09/06/2022;-0.085;954.23
09/07/2022;-0.076;948.78
09/08/2022;-0.086;953.63
09/09/2022;-0.085;968.09
09/12/2022;-0.086;985.08
9/13/2022;-0.083;969.84
9/14/2022;0.662;961.5
9/15/2022;0.66;955.23
9/16/2022;0.66;940.18
9/19/2022;0.657;939.36
9/20/2022;0.659;929.13
9/21/2022;0.661;937.71
9/22/2022;0.661;920.94
9/23/2022;0.662;899.39
9/26/2022;0.663;895.61
9/27/2022;0.662;894.42
9/28/2022;0.662;897.15
9/29/2022;0.661;882.37
9/30/2022;0.642;893.81
10/03/2022;0.656;900.66
10/04/2022;0.657;928.78
10/05/2022;0.652;919.3
10/06/2022;0.655;913.48
10/07/2022;0.656;902.76
10/10/2022;0.655;899.21
10/11/2022;0.657;894.2
10/12/2022;0.658;889.43
10/13/2022;0.658;897.05
10/14/2022;0.657;902.05
10/17/2022;0.658;918.57
10/18/2022;0.657;921.7
10/19/2022;0.656;916.83
10/20/2022;0.656;919.31
10/21/2022;0.657;913.6
10/24/2022;0.658;926.42
10/25/2022;0.656;939.73
10/26/2022;0.656;946.01
10/27/2022;0.657;945.79
10/28/2022;0.656;947.12
10/31/2022;0.648;950.54
11/01/2022;0.659;956.1
11/02/2022;1.403;953.27
11/03/2022;1.403;944.5
11/04/2022;1.401;961.65
11/07/2022;1.4;964.78
11/08/2022;1.4;972.31
11/09/2022;1.4;969.4
11/10/2022;1.402;996.38
11/11/2022;1.404;997.25
11/14/2022;1.401;998.65
11/15/2022;1.4;1002.35
11/16/2022;1.401;992.51
11/17/2022;1.402;988.58
11/18/2022;1.403;1000
11/21/2022;1.403;999.62
11/22/2022;1.404;1006.9
11/23/2022;1.405;1012.91
11/24/2022;1.405;1017.87
11/25/2022;1.403;1017.65
11/28/2022;1.403;1011.01
11/29/2022;1.402;1009.71
11/30/2022;1.391;1016.07
12/01/2022;1.4;1025.36
12/02/2022;1.4;1023.82
12/05/2022;1.398;1019.68
12/06/2022;1.406;1013.78
12/07/2022;1.399;1007.51
12/08/2022;1.4;1005.86
12/09/2022;1.4;1014.3
12/12/2022;1.4;1009.34
12/13/2022;1.4;1022.41
12/14/2022;1.402;1022.19
12/15/2022;1.403;993.13
12/16/2022;1.402;981.19
12/19/2022;1.403;983.81
12/20/2022;1.403;979.93
12/21/2022;1.902;996.69
12/22/2022;1.904;987.2
12/23/2022;1.907;987.65
12/26/2022;1.907;987.65
12/27/2022;1.906;988.92
12/28/2022;1.906;987.67
12/29/2022;1.905;994.38
12/30/2022;1.89;981.76
01/02/2023;1.906;991.29
01/03/2023;1.904;1003.38
01/04/2023;1.904;1017.26
01/05/2023;1.9;1015.3
01/06/2023;1.898;1027.15
01/09/2023;1.9;1036.31
01/10/2023;1.9;1030.2
01/11/2023;1.9;1034.14
01/12/2023;1.9;1040.7
1/13/2023;1.901;1046.06
1/16/2023;1.902;1050.93
1/17/2023;1.901;1055.14
1/18/2023;1.902;1057.63
1/19/2023;1.903;1041.32
1/20/2023;1.903;1045.2
1/23/2023;1.902;1050.82
1/24/2023;1.904;1048.25
1/25/2023;1.904;1045.22
1/26/2023;1.904;1049.64
1/27/2023;1.906;1052.4
1/30/2023;1.904;1050.62
1/31/2023;1.894;1047.89
02/01/2023;1.901;1047.61
02/02/2023;1.902;1061.74
02/03/2023;1.898;1065.36
02/06/2023;1.901;1057.06
02/07/2023;1.902;1059.46
02/08/2023;2.401;1062.38
02/09/2023;2.401;1068.99
02/10/2023;2.401;1059.02
2/13/2023;2.4;1068.59
2/14/2023;2.4;1069.43
2/15/2023;2.405;1073.98
2/16/2023;2.4;1076.41
2/17/2023;2.398;1074.27
2/20/2023;2.4;1075.08
2/21/2023;2.398;1073.07
2/22/2023;2.399;1069.49
2/23/2023;2.399;1070.75
2/24/2023;2.398;1059.63
2/27/2023;2.398;1070.93
2/28/2023;2.388;1067.54
03/01/2023;2.398;1059.65
03/02/2023;2.399;1065.65
03/03/2023;2.4;1075.49
03/06/2023;2.399;1075.3
03/07/2023;2.398;1067.01
03/08/2023;2.399;1067.94
03/09/2023;2.401;1066.37
03/10/2023;2.403;1051.95
3/13/2023;2.401;1026.56
3/14/2023;2.401;1042.25
3/15/2023;2.4;1011.87
3/16/2023;2.399;1024.7
3/17/2023;2.402;1012.39
3/20/2023;2.398;1022.39
3/21/2023;2.399;1036.02
3/22/2023;2.898;1037.77
3/23/2023;2.899;1035.89
3/24/2023;2.899;1022.11
3/27/2023;2.898;1032.95
3/28/2023;2.894;1032.36
3/29/2023;2.894;1045.86
3/30/2023;2.896;1057.09
3/31/2023;2.884;1064.16
04/03/2023;2.898;1064.04
04/04/2023;2.898;1063.2
04/05/2023;2.902;1061.64
04/06/2023;2.903;1067.67
04/07/2023;2.903;1067.67
04/10/2023;2.903;1067.67
04/11/2023;2.897;1074.31
04/12/2023;2.898;1076.08
4/13/2023;2.899;1080.61
4/14/2023;2.896;1087.15
4/17/2023;2.897;1087.03
4/18/2023;2.901;1091.22
4/19/2023;2.902;1090.13
4/20/2023;2.904;1088.7
4/21/2023;2.902;1092.47
4/24/2023;2.905;1093.6
4/25/2023;2.901;1089.7
4/26/2023;2.9;1081.04
4/27/2023;2.9;1083.39
4/28/2023;2.894;1090.19
05/01/2023;2.894;1090.78
05/02/2023;2.896;1077.54
05/03/2023;2.896;1081.1
05/04/2023;2.897;1076.69
05/05/2023;2.898;1088.97
05/08/2023;2.892;1093.21
05/09/2023;2.894;1090.21
05/10/2023;3.145;1086.08
05/11/2023;3.145;1086.85
05/12/2023;3.148;1091.72
5/15/2023;3.145;1094.72
5/16/2023;3.147;1090.18
