Dates;EONIA Index;SXXR Index
01/04/1999;3.2;358.62
01/05/1999;3.2;363.1
01/06/1999;3.21;371.46
01/07/1999;3.21;367.03
01/08/1999;3.21;368.87
01/11/1999;3.2;363.76
01/12/1999;3.19;358.76
1/13/1999;3.18;345.19
1/14/1999;3.16;345.36
1/15/1999;3.1;351.81
1/18/1999;3.02;360.28
1/19/1999;2.98;358.09
1/20/1999;3.01;362.83
1/21/1999;3.03;358.3
1/22/1999;3.07;349.11
1/25/1999;3.14;350.25
1/26/1999;3.22;350.91
1/27/1999;3.13;352.11
1/28/1999;3.12;356.83
1/29/1999;3.16;359.31
02/01/1999;3.17;365.04
02/02/1999;3.18;362.68
02/03/1999;3.18;358.56
02/04/1999;3.17;359.01
02/05/1999;3.15;357.87
02/08/1999;3.15;355.27
02/09/1999;3.13;348.13
02/10/1999;3.12;345.72
02/11/1999;3.1;350.37
02/12/1999;3.08;353.65
2/15/1999;3.06;355.94
2/16/1999;3.04;357.37
2/17/1999;3.03;353.69
2/18/1999;3.02;354.51
2/19/1999;3.03;356.5
2/22/1999;3.05;361.15
2/23/1999;3.34;365.1
2/24/1999;3.13;368.91
2/25/1999;3.11;363.02
2/26/1999;3.12;361.61
03/01/1999;3.12;357.55
03/02/1999;3.11;358.35
03/03/1999;3.08;355.95
03/04/1999;3.06;359.57
03/05/1999;3.04;366.77
03/08/1999;3.03;364.85
03/09/1999;3.03;366.39
03/10/1999;3.02;365.7
03/11/1999;2.99;371.85
03/12/1999;2.92;372.06
3/15/1999;2.9;370.39
3/16/1999;2.9;371.12
3/17/1999;2.98;368.45
3/18/1999;2.95;367.2
3/19/1999;2.65;372.03
3/22/1999;2.19;369.92
3/23/1999;2.39;363.43
3/24/1999;2.98;359.9
3/25/1999;2.99;365.5
3/26/1999;2.99;365.17
3/29/1999;2.99;370.37
3/30/1999;2.98;369.23
3/31/1999;2.99;371.6
04/01/1999;2.98;371.43
04/02/1999;2.96;371.63
04/05/1999;2.97;371.95
04/06/1999;2.98;376.1
04/07/1999;3.08;378.81
04/08/1999;3.11;379.7
04/09/1999;2.81;381.78
04/12/1999;2.77;380.69
4/13/1999;2.73;384.59
4/14/1999;2.6;383.55
4/15/1999;2.58;381.14
4/16/1999;2.55;380.36
4/19/1999;2.51;385.88
4/20/1999;2.47;377.17
4/21/1999;2.47;378.72
4/22/1999;2.47;382.61
4/23/1999;2.93;382.58
4/26/1999;2.53;385.29
4/27/1999;2.53;391.41
4/28/1999;2.52;391.29
4/29/1999;2.52;388.8
4/30/1999;2.53;391.43
05/03/1999;2.52;393.25
05/04/1999;2.51;393.14
05/05/1999;2.51;386.26
05/06/1999;2.51;385.6
05/07/1999;2.51;383.92
05/10/1999;2.51;383.45
05/11/1999;2.51;385.08
05/12/1999;2.51;383.6
5/13/1999;2.51;386.85
5/14/1999;2.51;380.47
5/17/1999;2.52;373.72
5/18/1999;2.53;376.5
5/19/1999;2.64;380.57
5/20/1999;3.02;385.06
5/21/1999;2.61;385.55
5/24/1999;2.54;383.62
5/25/1999;2.54;378.95
5/26/1999;2.52;380
5/27/1999;2.51;376.25
5/28/1999;2.51;377.3
5/31/1999;2.52;378.77
06/01/1999;2.52;379.2
06/02/1999;2.53;381.65
06/03/1999;2.54;384.76
06/04/1999;2.54;387.41
06/07/1999;2.54;391.23
06/08/1999;2.54;390.46
06/09/1999;2.54;391.36
06/10/1999;2.54;387.3
06/11/1999;2.55;390.93
6/14/1999;2.55;390.17
6/15/1999;2.55;390.49
6/16/1999;2.56;394.48
6/17/1999;2.58;395.98
6/18/1999;2.6;397.39
6/21/1999;2.67;401.84
6/22/1999;2.66;399.74
6/23/1999;2.23;395.67
6/24/1999;2.55;392.07
6/25/1999;2.58;389.43
6/28/1999;2.6;390.59
6/29/1999;2.66;390.54
6/30/1999;2.76;390.25
07/01/1999;2.6;398.93
07/02/1999;2.58;400.78
07/05/1999;2.57;407
07/06/1999;2.56;405.94
07/07/1999;2.54;403.7
07/08/1999;2.54;402.71
07/09/1999;2.54;403.71
07/12/1999;2.54;405.27
7/13/1999;2.55;398.9
7/14/1999;2.56;400.69
7/15/1999;2.59;404.98
7/16/1999;2.62;403.97
7/19/1999;2.63;403.36
7/20/1999;2.63;394.19
7/21/1999;2.6;389.05
7/22/1999;2.04;386.91
7/23/1999;1.87;382.59
7/26/1999;2.57;377.51
7/27/1999;2.59;380.57
7/28/1999;2.58;381.66
7/29/1999;2.58;373.55
7/30/1999;2.58;380.05
08/02/1999;2.58;380.62
08/03/1999;2.55;379.36
08/04/1999;2.54;377.64
08/05/1999;2.53;369.18
08/06/1999;2.53;370.58
08/09/1999;2.53;374.13
08/10/1999;2.54;368.63
08/11/1999;2.55;371.07
08/12/1999;2.56;378.36
8/13/1999;2.57;384.56
8/16/1999;2.57;386.39
8/17/1999;2.55;387.02
8/18/1999;2.16;386.91
8/19/1999;1.85;382.8
8/20/1999;1.94;386.1
8/23/1999;1.86;391.73
8/24/1999;2.55;392.46
8/25/1999;2.56;397.27
8/26/1999;2.56;397.53
8/27/1999;2.55;398.14
8/30/1999;2.55;397.61
8/31/1999;2.56;390.18
09/01/1999;2.56;392.18
09/02/1999;2.55;385.75
09/03/1999;2.54;394.78
09/06/1999;2.53;398.58
09/07/1999;2.52;396.95
09/08/1999;2.52;396.49
09/09/1999;2.51;400.02
09/10/1999;2.51;400.53
9/13/1999;2.51;397.86
9/14/1999;2.51;394.97
9/15/1999;2.51;393.63
9/16/1999;2.51;391.12
9/17/1999;2.46;392.26
9/20/1999;2.05;394.22
9/21/1999;2.38;388.94
9/22/1999;1.92;386.58
9/23/1999;1.74;390.12
9/24/1999;2.52;385.71
9/27/1999;2.52;391.3
9/28/1999;2.52;386.24
9/29/1999;2.52;383.41
9/30/1999;2.63;384.39
10/01/1999;2.57;381.34
10/04/1999;2.6;386.87
10/05/1999;2.62;389.42
10/06/1999;2.64;390.8
10/07/1999;2.66;394.15
10/08/1999;2.53;395.16
10/11/1999;2.53;396.19
10/12/1999;2.55;391.72
10/13/1999;2.58;387.74
10/14/1999;2.6;384.33
10/15/1999;2.6;377.63
10/18/1999;2.56;374.39
10/19/1999;2.11;382.11
10/20/1999;2.09;382.85
10/21/1999;1.93;380.87
10/22/1999;1.76;388.1
10/25/1999;2.59;386.16
10/26/1999;2.8;390.41
10/27/1999;2.77;389.46
10/28/1999;2.65;394.81
10/29/1999;2.8;401.43
11/01/1999;2.78;402.29
11/02/1999;2.87;402.6
11/03/1999;2.98;404.83
11/04/1999;2.91;407.38
11/05/1999;2.95;409.13
11/08/1999;2.91;410.26
11/09/1999;2.91;412.42
11/10/1999;2.91;414.4
11/11/1999;2.92;419.82
11/12/1999;2.97;419.3
11/15/1999;3.01;423.54
11/16/1999;3.01;425.3
11/17/1999;2.9;424.94
11/18/1999;2.66;428.81
11/19/1999;2.74;427.3
11/22/1999;2.72;422.87
11/23/1999;3.11;425.68
11/24/1999;3.04;426.48
11/25/1999;3.05;435.31
11/26/1999;3.04;436.87
11/29/1999;3.04;437.68
11/30/1999;3.15;433.15
12/01/1999;3.07;436.89
12/02/1999;3.05;438.35
12/03/1999;3.04;447.22
12/06/1999;3.04;444.64
12/07/1999;3.07;446.34
12/08/1999;3.04;445.45
12/09/1999;3.02;448.19
12/10/1999;3;447.74
12/13/1999;2.97;449.76
12/14/1999;2.97;451.2
12/15/1999;3.02;447.07
12/16/1999;3.04;449.15
12/17/1999;3.04;452.8
12/20/1999;2.98;456
12/21/1999;2.86;454.31
12/22/1999;2.82;458.94
12/23/1999;2.91;465.63
12/24/1999;3.07;468.18
12/27/1999;3.07;469.81
12/28/1999;3.05;471.64
12/29/1999;3.04;474.28
12/30/1999;3.75;480.77
12/31/1999;3.75;480.77
01/03/2000;3.06;478.52
01/04/2000;3.01;459.53
01/05/2000;2.99;448.19
01/06/2000;2.92;446.24
01/07/2000;2.89;455.8
01/10/2000;2.98;462.97
01/11/2000;3.01;459.85
01/12/2000;3.07;459.84
1/13/2000;3.04;462.27
1/14/2000;3.03;473.43
1/17/2000;3.02;476.71
1/18/2000;2.98;466.68
1/19/2000;2.85;464.5
1/20/2000;2.95;463.31
1/21/2000;3.15;462.03
1/24/2000;3.11;464.36
1/25/2000;3.09;456.41
1/26/2000;3.06;461.6
1/27/2000;3.1;467.67
1/28/2000;3.3;466.8
1/31/2000;3.29;457.39
02/01/2000;3.26;464.71
02/02/2000;3.18;470.59
02/03/2000;3.19;476.86
02/04/2000;3.26;478.23
02/07/2000;3.25;474.21
02/08/2000;3.25;484.58
02/09/2000;3.24;484.54
02/10/2000;3.24;483.6
02/11/2000;3.25;483.35
2/14/2000;3.25;480.47
2/15/2000;3.25;470.54
2/16/2000;3.25;476.65
2/17/2000;3.23;481.5
2/18/2000;3.2;479.99
2/21/2000;3.2;474.78
2/22/2000;3.22;471.32
2/23/2000;3.48;477.95
2/24/2000;3.41;478.95
2/25/2000;3.34;488.57
2/28/2000;3.37;483.88
2/29/2000;3.47;489.58
03/01/2000;3.37;495.95
03/02/2000;3.33;506.04
03/03/2000;3.28;510.6
03/06/2000;3.29;514.55
03/07/2000;3.31;510.91
03/08/2000;3.35;505.48
03/09/2000;3.47;506.41
03/10/2000;3.52;510.44
3/13/2000;3.54;498.8
3/14/2000;3.53;499.7
3/15/2000;3.5;489.28
3/16/2000;3.49;495.65
3/17/2000;3.49;499.91
3/20/2000;3.48;504.57
3/21/2000;3.49;502.25
3/22/2000;3.58;503.25
3/23/2000;3.86;500.36
3/24/2000;3.59;510.98
3/27/2000;3.6;511.05
3/28/2000;3.6;512.56
3/29/2000;3.62;511.95
3/30/2000;3.7;497.47
3/31/2000;3.75;500.62
04/03/2000;3.6;491.67
04/04/2000;3.6;492.13
04/05/2000;3.58;479.63
04/06/2000;3.58;493.15
04/07/2000;3.58;499.8
04/10/2000;3.59;499.35
04/11/2000;3.64;489.29
04/12/2000;3.72;489.33
4/13/2000;3.68;489.35
4/14/2000;3.61;475.5
4/17/2000;3.66;468.12
4/18/2000;3.83;474.21
4/19/2000;3.83;481.78
4/20/2000;3.35;485.06
4/21/2000;3.35;485.1
4/24/2000;3.35;485.04
4/25/2000;3.81;489.92
4/26/2000;3.91;494.61
4/27/2000;3.83;491.2
4/28/2000;3.93;499.73
05/01/2000;3.93;500.23
05/02/2000;3.9;510.07
05/03/2000;3.91;503.52
05/04/2000;3.96;502.57
05/05/2000;4.03;503.37
05/08/2000;4.01;500.41
05/09/2000;3.99;492.14
05/10/2000;3.98;482.34
05/11/2000;3.93;489.99
05/12/2000;3.9;495.7
5/15/2000;3.94;490.14
5/16/2000;3.98;501.14
5/17/2000;4.08;493.9
5/18/2000;4.02;493.81
5/19/2000;3.79;479.03
5/22/2000;3.49;470.18
5/23/2000;2.9;472.78
5/24/2000;4.06;467.39
5/25/2000;4.03;477.14
5/26/2000;4.02;471.95
5/29/2000;4.04;476.69
5/30/2000;4.08;483.83
5/31/2000;4.2;485.4
06/01/2000;4.16;492.18
06/02/2000;4.16;504.1
06/05/2000;4.16;499.85
06/06/2000;4.13;496.69
06/07/2000;4.06;493.37
06/08/2000;4.15;493.3
06/09/2000;4.33;493.98
06/12/2000;4.36;493.82
6/13/2000;4.35;492.5
6/14/2000;4.31;497.45
6/15/2000;4.26;495.61
6/16/2000;4.24;492.63
6/19/2000;4.21;491.69
6/20/2000;4.22;496.13
6/21/2000;4.38;492.11
6/22/2000;4.16;490.92
6/23/2000;4.51;490.23
6/26/2000;4.44;489.94
6/27/2000;4.43;487.02
6/28/2000;4.38;487.77
6/29/2000;4.33;476.61
6/30/2000;4.75;481.69
07/03/2000;4.33;488.37
07/04/2000;4.32;488.34
07/05/2000;4.32;485.67
07/06/2000;4.32;486.79
07/07/2000;4.31;494.77
07/10/2000;4.31;493.5
07/11/2000;4.31;493.48
07/12/2000;4.31;497.16
7/13/2000;4.3;499.74
7/14/2000;4.31;501.14
7/17/2000;4.31;504.68
7/18/2000;4.32;500.61
7/19/2000;4.34;500.82
7/20/2000;4.22;504.44
7/21/2000;3.98;497.68
7/24/2000;4.36;498.07
7/25/2000;4.35;496.17
7/26/2000;4.33;494.69
7/27/2000;4.33;488.74
7/28/2000;4.35;486.06
7/31/2000;4.45;489.68
08/01/2000;4.33;490.05
08/02/2000;4.33;490.88
08/03/2000;4.33;484.91
08/04/2000;4.33;489.55
08/07/2000;4.33;493.53
08/08/2000;4.33;494.63
08/09/2000;4.33;499.25
08/10/2000;4.33;497.6
08/11/2000;4.35;498.45
8/14/2000;4.39;502.52
8/15/2000;4.39;501.51
8/16/2000;4.38;503.31
8/17/2000;4.35;500.79
8/18/2000;4.27;501.2
8/21/2000;4.26;501.96
8/22/2000;4.35;503.11
8/23/2000;4.08;502.48
8/24/2000;4.55;500.04
8/25/2000;4.73;502.07
8/28/2000;4.76;503.74
8/29/2000;4.74;502.51
8/30/2000;4.7;502.01
8/31/2000;4.7;506.28
09/01/2000;4.6;513.83
09/04/2000;4.59;518.3
09/05/2000;4.6;515.52
09/06/2000;4.61;514.47
09/07/2000;4.64;514.36
09/08/2000;4.64;507.02
09/11/2000;4.63;506.29
09/12/2000;4.61;503.91
9/13/2000;4.58;498.4
9/14/2000;4.54;502.71
9/15/2000;4.53;498
9/18/2000;4.54;495.95
9/19/2000;4.54;496.23
9/20/2000;4.54;489.97
9/21/2000;4.4;483.49
9/22/2000;4.12;482.41
9/25/2000;4.66;487.17
9/26/2000;4.72;483.05
9/27/2000;4.7;484.9
9/28/2000;4.7;483.32
9/29/2000;4.91;484.09
10/02/2000;4.69;487.32
10/03/2000;4.69;490.74
10/04/2000;4.68;488.25
10/05/2000;4.71;490.78
10/06/2000;4.8;488.06
10/09/2000;4.79;478.06
10/10/2000;4.78;478.97
10/11/2000;4.78;469.28
10/12/2000;4.77;472.47
10/13/2000;4.73;475.85
10/16/2000;4.73;479.18
10/17/2000;4.73;474.4
10/18/2000;4.65;471.22
10/19/2000;4.64;481.56
10/20/2000;4.68;484.42
10/23/2000;4.72;488.27
10/24/2000;4.84;498.08
10/25/2000;4.85;493.83
10/26/2000;4.85;489.38
10/27/2000;4.85;493.48
10/30/2000;4.85;494.44
10/31/2000;4.97;497.97
11/01/2000;4.87;497.49
11/02/2000;4.86;495.94
11/03/2000;4.85;496.03
11/06/2000;4.85;495.4
11/07/2000;4.84;496.51
11/08/2000;4.83;494.94
11/09/2000;4.82;490.23
11/10/2000;4.81;484.73
11/13/2000;4.81;478.01
11/14/2000;4.8;489.02
11/15/2000;4.79;491.5
11/16/2000;4.77;489.8
11/17/2000;4.76;488.35
11/20/2000;4.8;481.13
11/21/2000;4.86;484.58
11/22/2000;4.79;472.01
11/23/2000;4.81;476.77
11/24/2000;4.83;482.74
11/27/2000;4.84;484.73
11/28/2000;4.85;477.35
11/29/2000;4.86;475.55
11/30/2000;4.94;466.47
12/01/2000;4.84;471.25
12/04/2000;4.82;465.49
12/05/2000;4.8;477.34
12/06/2000;4.78;474.38
12/07/2000;4.81;473.42
12/08/2000;4.83;476.96
12/11/2000;4.83;485.94
12/12/2000;4.83;483.39
12/13/2000;4.81;482.37
12/14/2000;4.79;473.15
12/15/2000;4.78;464.51
12/18/2000;4.79;468.42
12/19/2000;4.78;472.64
12/20/2000;4.74;458.31
12/21/2000;4.73;453.63
12/22/2000;4.85;453.68
12/25/2000;4.85;453.68
12/26/2000;4.85;453.68
12/27/2000;4.86;460.69
12/28/2000;4.88;463.91
12/29/2000;5.16;462.34
01/01/2001;5.16;462.34
01/02/2001;4.83;456
01/03/2001;4.82;451.56
01/04/2001;4.81;458.2
01/05/2001;4.78;456.35
01/08/2001;4.77;454.49
01/09/2001;4.78;450.8
01/10/2001;4.81;448.31
01/11/2001;4.82;452.56
01/12/2001;4.81;454.77
1/15/2001;4.81;457.53
1/16/2001;4.8;451.18
1/17/2001;4.78;462.03
1/18/2001;4.77;460.11
1/19/2001;4.72;459.08
1/22/2001;4.61;459.1
1/23/2001;4.19;458.71
1/24/2001;4.77;463.48
1/25/2001;4.78;465.26
1/26/2001;4.78;464.48
1/29/2001;4.79;465.94
1/30/2001;4.78;464.67
1/31/2001;4.82;465.78
02/01/2001;4.77;461.01
02/02/2001;4.77;458.74
02/05/2001;4.77;458.35
02/06/2001;4.76;460.98
02/07/2001;4.76;455.37
02/08/2001;4.76;456.35
02/09/2001;4.76;450.3
02/12/2001;4.75;453.34
2/13/2001;4.77;455.23
2/14/2001;4.87;450.06
2/15/2001;4.9;455.96
2/16/2001;5.01;446.56
2/19/2001;5.45;444.58
2/20/2001;5.58;441.75
2/21/2001;5.72;438.51
2/22/2001;5.7;437.41
2/23/2001;5.08;429.48
2/26/2001;4.83;432.53
2/27/2001;4.86;433.26
2/28/2001;4.99;431.22
03/01/2001;4.81;427.33
03/02/2001;4.81;427.82
03/05/2001;4.8;432.45
03/06/2001;4.81;437.64
03/07/2001;4.83;437.63
03/08/2001;4.85;435.98
03/09/2001;4.85;431.02
03/12/2001;4.83;421.6
3/13/2001;4.81;417.63
3/14/2001;4.79;411.01
3/15/2001;4.78;418.32
3/16/2001;4.78;408.29
3/19/2001;4.79;404.9
3/20/2001;4.82;410.2
3/21/2001;4.83;403.52
3/22/2001;4.65;387.6
3/23/2001;4.44;396.01
3/26/2001;4.76;408.76
3/27/2001;4.76;417.51
3/28/2001;4.77;412.34
3/29/2001;4.77;413
3/30/2001;4.85;415.07
04/02/2001;4.78;413.08
04/03/2001;4.77;400.15
04/04/2001;4.77;401.57
04/05/2001;4.76;409.98
04/06/2001;4.75;408.72
04/09/2001;4.74;414.86
04/10/2001;4.84;425.01
04/11/2001;5.47;426.95
04/12/2001;5.73;425.84
4/13/2001;5.73;425.84
4/16/2001;5.73;425.84
4/17/2001;5.75;424.88
4/18/2001;5.56;435.08
4/19/2001;5.43;434.43
4/20/2001;5.5;430.58
4/23/2001;5.23;427.66
4/24/2001;4.79;429.48
4/25/2001;4.8;428.72
4/26/2001;4.81;430.92
4/27/2001;4.81;437.98
4/30/2001;4.93;442.34
05/01/2001;4.93;440.95
05/02/2001;4.83;439.15
05/03/2001;4.82;431.55
05/04/2001;4.81;435.02
05/07/2001;4.81;437.66
05/08/2001;4.81;437.8
05/09/2001;4.8;435.58
05/10/2001;4.75;443.44
05/11/2001;4.58;441.44
5/14/2001;4.57;434.36
5/15/2001;4.57;439.05
5/16/2001;4.56;439.88
5/17/2001;4.56;444.07
5/18/2001;4.54;448.61
5/21/2001;4.53;450.94
5/22/2001;4.49;454.86
5/23/2001;4.86;451.26
5/24/2001;4.59;451.04
5/25/2001;4.59;448.83
5/28/2001;4.58;449.4
5/29/2001;4.57;447.43
5/30/2001;4.56;442.54
5/31/2001;4.6;444.06
06/01/2001;4.54;443.61
06/04/2001;4.53;445.49
06/05/2001;4.53;449.18
06/06/2001;4.52;446.16
06/07/2001;4.52;445.65
06/08/2001;4.53;444.11
06/11/2001;4.53;440.54
06/12/2001;4.53;432.17
6/13/2001;4.53;435.54
6/14/2001;4.52;429.09
6/15/2001;4.52;426.25
6/18/2001;4.53;422.53
6/19/2001;4.52;424.62
6/20/2001;4.52;423.15
6/21/2001;4.42;423.55
6/22/2001;4.61;424.25
6/25/2001;4.55;423.93
6/26/2001;4.55;417.25
6/27/2001;4.56;418.39
6/28/2001;4.55;424.57
6/29/2001;4.72;428.4
07/02/2001;4.54;434.26
07/03/2001;4.53;427.92
07/04/2001;4.53;425.65
07/05/2001;4.53;423.19
07/06/2001;4.53;414.21
07/09/2001;4.52;413.55
07/10/2001;4.52;410.48
07/11/2001;4.52;404.38
07/12/2001;4.52;410.49
7/13/2001;4.52;412.72
7/16/2001;4.52;409.97
7/17/2001;4.51;405.89
7/18/2001;4.51;401.33
7/19/2001;4.41;407.9
7/20/2001;4.33;404.11
7/23/2001;4.4;405.02
7/24/2001;4.52;398.96
7/25/2001;4.52;393.38
7/26/2001;4.52;396.44
7/27/2001;4.52;403.48
7/30/2001;4.52;408.27
7/31/2001;4.58;412.54
08/01/2001;4.51;413.86
08/02/2001;4.5;413.91
08/03/2001;4.52;410.39
08/06/2001;4.52;410.02
08/07/2001;4.52;410.68
08/08/2001;4.52;405.73
08/09/2001;4.52;397.87
08/10/2001;4.52;394.93
8/13/2001;4.51;396.5
8/14/2001;4.51;401.51
8/15/2001;4.51;398.58
8/16/2001;4.51;394.08
8/17/2001;4.51;388.43
8/20/2001;4.51;388.54
8/21/2001;4.51;393.23
8/22/2001;4.44;391.99
8/23/2001;4.5;392.62
8/24/2001;4.51;398.66
8/27/2001;4.49;399.18
8/28/2001;4.49;395.51
8/29/2001;4.42;394.65
8/30/2001;4.37;386.96
8/31/2001;4.38;388.32
09/03/2001;4.3;384.49
09/04/2001;4.3;390.99
09/05/2001;4.29;385.8
09/06/2001;4.29;376.56
09/07/2001;4.28;366.92
09/10/2001;4.28;363.84
09/11/2001;4.29;341.25
09/12/2001;4.42;347.64
9/13/2001;4.28;350.66
9/14/2001;4.23;333.04
9/17/2001;4.23;340.36
9/18/2001;3.76;337.17
9/19/2001;3.56;329.08
9/20/2001;3.13;316.36
9/21/2001;3.12;307.97
9/24/2001;3.78;323.89
9/25/2001;3.79;327.81
9/26/2001;3.79;332.01
9/27/2001;3.78;336.54
9/28/2001;3.83;347.75
10/01/2001;3.77;339.41
10/02/2001;3.76;341.66
10/03/2001;3.75;343.97
10/04/2001;3.74;354.81
10/05/2001;3.72;353.29
10/08/2001;3.72;352.58
10/09/2001;3.83;351.74
10/10/2001;3.94;360.53
10/11/2001;3.96;365.97
10/12/2001;3.98;363.29
10/15/2001;3.87;356.96
10/16/2001;3.91;359.72
10/17/2001;4.33;368.19
10/18/2001;4.4;362.16
10/19/2001;4.6;356.74
10/22/2001;4.69;361.4
10/23/2001;4.74;370.62
10/24/2001;3.76;371.28
10/25/2001;3.74;364.74
10/26/2001;3.77;373.19
10/29/2001;3.76;365.48
10/30/2001;3.76;356.95
10/31/2001;3.84;362.46
11/01/2001;3.77;364.62
11/02/2001;3.76;366.31
11/05/2001;3.76;374.91
11/06/2001;3.85;374.71
11/07/2001;3.88;377.83
11/08/2001;3.73;384.56
11/09/2001;3.86;380.71
11/12/2001;3.83;372.47
11/13/2001;3.68;384.98
11/14/2001;3.37;384.46
11/15/2001;3.3;385.52
11/16/2001;3.29;388.11
11/19/2001;3.25;391.85
11/20/2001;3.25;387.28
11/21/2001;3.35;387.24
11/22/2001;3.4;389.96
11/23/2001;3.28;388.01
11/26/2001;3.3;388.04
11/27/2001;3.3;383.5
11/28/2001;3.3;378.61
11/29/2001;3.3;378.19
11/30/2001;3.35;377.86
12/03/2001;3.29;376.45
12/04/2001;3.28;381.09
12/05/2001;3.26;392.09
12/06/2001;3.26;393.16
12/07/2001;3.27;389.82
12/10/2001;3.28;383.95
12/11/2001;3.29;384.03
12/12/2001;3.29;379.94
12/13/2001;3.3;374.26
12/14/2001;3.3;371.07
12/17/2001;3.3;379.75
12/18/2001;3.31;379.6
12/19/2001;3.32;376.31
12/20/2001;3.27;374.18
12/21/2001;3.05;381.14
12/24/2001;3.43;381.8
12/25/2001;3.43;381.8
12/26/2001;3.43;381.8
12/27/2001;3.69;388.63
12/28/2001;3.91;390.74
12/31/2001;3.91;390
01/01/2002;3.91;390
01/02/2002;3.35;384.2
01/03/2002;3.45;391.27
01/04/2002;3.45;393.22
01/07/2002;3.38;389.55
01/08/2002;3.35;386.4
01/09/2002;3.34;386.25
01/10/2002;3.34;382.82
01/11/2002;3.34;385.46
1/14/2002;3.33;377.03
1/15/2002;3.32;380.63
1/16/2002;3.33;376.72
1/17/2002;3.32;381.08
1/18/2002;3.31;379.81
1/21/2002;3.3;377.69
1/22/2002;3.03;377.66
1/23/2002;2.59;380.88
1/24/2002;3.31;385.46
1/25/2002;3.31;384.11
1/28/2002;3.32;387.53
1/29/2002;3.32;382.09
1/30/2002;3.32;377.84
1/31/2002;3.35;382.75
02/01/2002;3.32;384.08
02/04/2002;3.31;379.54
02/05/2002;3.3;373.28
02/06/2002;3.3;369.53
02/07/2002;3.3;372.69
02/08/2002;3.3;372.16
02/11/2002;3.3;375.57
02/12/2002;3.3;375.43
2/13/2002;3.3;378.11
2/14/2002;3.29;381.8
2/15/2002;3.29;379.18
2/18/2002;3.28;376.96
2/19/2002;3.27;369.95
2/20/2002;3.21;367.87
2/21/2002;3.08;371.54
2/22/2002;3.22;367.92
2/25/2002;3.31;373.12
2/26/2002;3.32;375.76
2/27/2002;3.32;381.3
2/28/2002;3.34;379.94
03/01/2002;3.31;384.01
03/04/2002;3.3;391.49
03/05/2002;3.29;389.8
03/06/2002;3.28;390.43
03/07/2002;3.28;392.58
03/08/2002;3.28;395.12
03/11/2002;3.28;392.83
03/12/2002;3.28;389.97
3/13/2002;3.28;390.09
3/14/2002;3.27;390.04
3/15/2002;3.25;393.3
3/18/2002;3.23;395.48
3/19/2002;3.19;396.65
3/20/2002;3.12;393.36
3/21/2002;2.99;392.35
3/22/2002;3.26;394.58
3/25/2002;3.33;391.86
3/26/2002;3.34;392.63
3/27/2002;3.33;393.7
3/28/2002;3.39;398.31
3/29/2002;3.39;398.31
04/01/2002;3.39;398.31
04/02/2002;3.31;396
04/03/2002;3.3;395.45
04/04/2002;3.3;391.79
04/05/2002;3.3;391.79
04/08/2002;3.29;386.9
04/09/2002;3.29;387.37
04/10/2002;3.29;390.7
04/11/2002;3.29;384.46
04/12/2002;3.28;386.44
4/15/2002;3.27;389.06
4/16/2002;3.26;395.09
4/17/2002;3.2;395.24
4/18/2002;3.19;392.63
4/19/2002;3.27;393.08
4/22/2002;3.33;390.55
4/23/2002;3.9;389.36
4/24/2002;3.31;387.83
4/25/2002;3.3;383.96
4/26/2002;3.3;381.98
4/29/2002;3.3;380.88
4/30/2002;3.36;383.08
05/01/2002;3.36;381.96
05/02/2002;3.31;382.36
05/03/2002;3.3;379.19
05/06/2002;3.3;378.42
05/07/2002;3.31;374.42
05/08/2002;3.3;382.53
05/09/2002;3.3;381.29
05/10/2002;3.3;377.17
5/13/2002;3.3;380.11
5/14/2002;3.3;385.11
5/15/2002;3.3;386.75
5/16/2002;3.29;385.08
5/17/2002;3.27;382.25
5/20/2002;3.26;380.23
5/21/2002;3.25;380.09
5/22/2002;3.33;374.72
5/23/2002;3.32;375.59
5/24/2002;3.35;376.02
5/27/2002;3.35;376.19
5/28/2002;3.34;372.09
5/29/2002;3.34;370.82
5/30/2002;3.34;366.01
5/31/2002;3.36;369.31
06/03/2002;3.34;366.69
06/04/2002;3.33;359.89
06/05/2002;3.33;357.93
06/06/2002;3.33;356.33
06/07/2002;3.33;351.84
06/10/2002;3.33;352.61
06/11/2002;3.32;356
06/12/2002;3.32;348.39
6/13/2002;3.31;344.33
6/14/2002;3.31;335.65
6/17/2002;3.31;346.57
6/18/2002;3.3;344.44
6/19/2002;3.3;338.76
6/20/2002;3.32;331.51
6/21/2002;3.58;330.2
6/24/2002;3.35;322.56
6/25/2002;3.36;329.48
6/26/2002;3.36;323.13
6/27/2002;3.35;326.83
6/28/2002;3.49;336.9
07/01/2002;3.34;338.1
07/02/2002;3.33;328.61
07/03/2002;3.32;319.42
07/04/2002;3.32;325.71
07/05/2002;3.32;338.09
07/08/2002;3.31;336.63
07/09/2002;3.3;332.72
07/10/2002;3.3;322.92
07/11/2002;3.3;311.85
07/12/2002;3.3;311.64
7/15/2002;3.3;295.96
7/16/2002;3.29;295.4
7/17/2002;3.28;305.01
7/18/2002;3.21;309.42
7/19/2002;3.23;295.32
7/22/2002;3.31;282.17
7/23/2002;3.31;277.09
7/24/2002;3.32;272.6
7/25/2002;3.31;282.61
7/26/2002;3.3;285.48
7/29/2002;3.3;301.6
7/30/2002;3.3;300.09
7/31/2002;3.34;302.21
